Date: 2023/12/11   09:10:59,,,,,,,,,,,,
Time,Grip Force_rd1(g),Height_rd1(cm),Grip Force_rd2(g),Height_rd2(cm),Grip Force_rd3(g),Height_rd3(cm),Grip Force_rd4(g),Height_rd4(cm),Grip Force_rd5(g),Height_rd5(cm),Grip Force_rd6(g),Height_rd6(cm)
1521,334.3,25.4,1493,23.9,715.6,22.1,1644.8,23.6,1710,22.7,1454,24.2
1522,336.3,25.4,1483.3,23.9,711.3,22.1,1643.7,23.6,1710,23,1447.5,24.2
1523,336.3,25.4,1466.3,23.6,711.3,22.1,1652.4,22.9,1704.8,23,1460.8,24.2
1524,340.5,25.8,1459.3,23.6,701.3,22.1,1652.4,22.9,1704.8,23,1470.5,24.2
1525,343.9,25.8,1459.3,23.6,701.3,22.4,1654,22.9,1707,22.8,1470.5,24.2
1526,346.3,25.8,1451,23.6,699.8,22.4,1660.6,22.9,1707,22.8,1487.7,24.2
1527,346.3,25.4,1451,23.5,698.4,22.4,1654.2,23.6,1719.9,22.8,1497.8,24.5
1528,346.6,25.4,1448.8,23.5,703,22.6,1654.2,23.6,1731.3,22.8,1497.8,24.5
1529,349.3,25.4,1448.8,23.5,703,22.6,1653,23.6,1735.6,22.7,1497.8,24.5
1530,349.6,25.4,1446.5,23.4,704.1,22.6,1650.1,23.6,1738,22.7,1480.3,24.5
1531,346.9,25.6,1445.1,23.4,699.6,22.6,1654.6,23.4,1738,22.7,1479.3,23.8
1532,346.9,25.6,1439.8,23.4,694.9,23,1654.6,23.4,1749.8,22.7,1485.5,23.8
1533,357.6,25.6,1439.8,23.4,699.3,23,1659.6,23.4,1749.8,22.2,1489.5,23.8
1534,357.6,25.6,1436.1,23.4,699.3,23,1659.6,22.8,1747,22.2,1497.8,23.9
1535,366.4,25.7,1427.7,23.4,697.8,23,1664.1,22.8,1747,22.2,1518.1,23.9
1536,366.4,25.7,1425.3,23.4,694.6,22.7,1664.1,22.8,1730.4,22.9,1518.1,23.9
1537,374.6,25.7,1426.2,23.4,684.8,22.7,1659.5,22.8,1730.4,22.9,1526.1,23.9
1538,374.6,25.2,1426.2,23,684.8,22.7,1659.5,22.9,1751.5,22.9,1526.1,24.1
1539,374.6,25.2,1428.8,23,682.2,23.1,1664.8,22.9,1751.5,22.9,1536,24.1
1540,386.3,25.2,1429.8,23,682.2,23.1,1672.5,22.9,1771.2,22.8,1536.5,24.1
1541,386.3,25.2,1429.8,24,680.9,23.1,1672.5,22.9,1785.5,22.8,1536.6,24.1
1542,392.6,25.5,1427.8,24,679.6,23.1,1686.9,23.2,1800.3,22.8,1536.6,24
1543,397.2,25.5,1427.8,24,681.1,23,1686.9,23.2,1800.3,22.8,1548.8,24
1544,399.1,25.5,1424.7,24,681.1,23,1690.6,23.2,1811.3,22.9,1548.8,24
1545,399.1,25.5,1424.7,23.7,685.6,23,1690.6,23.3,1811.3,22.9,1556.4,24.2
1546,398.7,25.5,1424.7,23.7,689.1,23,1684.6,23.3,1818.3,22.9,1581.6,24.2
1547,399.8,25.5,1416.6,23.7,688.6,23,1684.6,23.3,1849.6,22.6,1587.8,24.2
1548,399.8,25.5,1416.6,23.7,688.6,23,1680.5,23.3,1864.9,22.6,1587.8,24.2
1549,413.7,25.5,1408.2,24,683.9,23,1669.8,23,1864.9,22.6,1598.8,24.3
1550,413.7,25.5,1408.2,24,675,23.4,1664.5,23,1872.4,22.6,1602.9,24.3
1551,412.3,25.5,1404,24,674.7,23.4,1664.5,23,1876.6,22.8,1597.3,24.3
1552,419.3,25.5,1404,23.5,674.7,23.4,1665,23,1884.1,22.8,1597.3,24.3
1553,443.1,25.5,1404.3,23.5,674.7,23.4,1665,23.3,1884.1,22.8,1590.6,24.5
1554,443.1,25.5,1404.3,23.5,678.4,23.8,1676,23.3,1898.3,22.8,1569.3,24.5
1555,467.1,25.5,1409.7,23.5,683.9,23.8,1676,23.3,1918.6,22.6,1561.8,24.5
1556,467.1,25.5,1409.7,23.8,683.9,23.8,1676.5,23,1935.8,22.6,1561.8,24.4
1557,491.1,25.3,1412.8,23.8,677.3,23.8,1682.4,23,1935.8,22.6,1561.3,24.4
1558,491.1,25.3,1415.1,23.8,677.9,24.1,1694.5,23,1958.8,23,1568.4,24.4
1559,527.7,25.3,1410.1,23.8,677.1,24.1,1694.5,23,1958.8,23,1568.4,24.4
1560,558,26.1,1410.1,23.7,678.4,24.1,1698.1,23.8,1958.1,23,1569.5,24.1
1561,574,26.1,1412.1,23.7,678.9,23.4,1708.2,23.8,1958.1,23,1566.3,24.1
1562,574,26.1,1411.5,23.7,679.2,23.4,1708.2,23.8,1951.6,22.6,1565.8,24.1
1563,583,26.1,1411.5,24.6,673.4,23.4,1708.2,23.8,1936.8,22.6,1571.4,24.1
1564,628.5,25.5,1411.8,24.6,666.4,23.4,1704.9,23.8,1936.8,22.6,1571.4,24
1565,654.1,25.5,1410.8,24.6,667,23.8,1681.5,23.8,1936.8,22.6,1596.3,24
1566,654.1,25.5,1406.1,24.6,666.9,23.8,1681.5,23.8,1916.3,22.6,1589.5,24
1567,680.4,25.5,1404.3,23.4,678.1,23.8,1674.5,23.9,1890.4,22.6,1589.5,24.4
1568,693.9,25.8,1399.8,23.4,690.4,23.8,1654.6,23.9,1890.4,22.6,1577.5,24.4
1569,699.1,25.8,1400.8,23.4,691.6,25.4,1647.9,23.9,1890.4,22.6,1566.6,24.4
1570,719.4,25.8,1400.8,23.4,685.9,25.4,1644.8,23.9,1874.5,22.6,1552.8,24.4
1571,719.4,25.2,1407.6,23.7,680.1,25.4,1644.8,23.3,1876,22.6,1547.5,24.4
1572,782.3,25.2,1410.5,23.7,673.9,24.6,1640.1,23.3,1876,22.6,1549.5,24.4
1573,782.3,25.2,1416.6,23.7,670,24.6,1645.6,23.3,1870.5,22.8,1554.1,24.4
1574,797.3,25.2,1414.5,23.5,670,24.6,1645.6,23.3,1870.5,22.8,1570,24.4
1575,797.3,25.1,1410.5,23.5,683.1,24.6,1645.6,23.9,1852.6,22.8,1570,23.8
1576,836.7,25.1,1410.5,23.5,683.1,25.2,1656.6,23.9,1852.6,22.8,1570.6,23.8
1577,836.7,25.1,1408.3,23.5,690.4,25.2,1653.3,23.9,1852.6,22,1570.6,23.8
1578,849.6,25.1,1408.3,24.2,683.4,25.2,1645.3,22.9,1822.3,22,1559.8,24.1
1579,849.6,25.4,1407.6,24.2,677.9,25.2,1632.6,22.9,1813.2,22,1559.8,24.1
1580,874.4,25.4,1407.6,24.2,676,25.2,1630.3,22.9,1813.2,21.8,1567,24.1
1581,874.4,25.4,1412.4,24.2,676,25.2,1635.8,22.9,1808.1,21.8,1567,24.1
1582,891.6,25.7,1420,23.5,678.9,25.2,1635.8,23.6,1798.2,21.8,1610.1,24.1
1583,891.6,25.7,1420,23.5,681.1,25.6,1635.1,23.6,1795.8,21.8,1610.1,24.1
1584,901,25.7,1418.3,23.5,677.5,25.6,1635.3,23.6,1795.8,21.9,1595.7,24.1
1585,901,25.7,1419,24.1,677.7,25.6,1635.3,23.6,1800.8,21.9,1595.7,24.1
1586,902.5,26.1,1419,24.1,678.9,25.6,1616.8,23.9,1805.3,21.9,1581.5,23.8
1587,914.9,26.1,1418.7,24.1,681.4,25.2,1603.8,23.9,1816.6,21.9,1581.5,23.8
1588,921.9,26.1,1417.3,24.1,682.2,25.2,1598.8,23.9,1816.6,22.3,1610.5,23.8
1589,921.9,26.1,1417.3,23.6,682.2,25.2,1604.3,22.2,1811.3,22.3,1630.8,24.3
1590,931.9,26,1413,23.6,678.6,25.2,1605.8,22.2,1791.1,22.3,1661.8,24.3
1591,934.3,26,1412.4,23.6,678.6,26.1,1602.5,22.2,1775.3,21.8,1661.8,24.3
1592,935.4,26,1412.3,23.6,677.9,26.1,1594.3,22.2,1775.3,21.8,1681.3,24.3
1593,935.4,25.8,1414.2,23.8,679.6,26.1,1591,22.9,1769.3,21.8,1698.1,24.1
1594,931,25.8,1416.9,23.8,677.4,25.9,1591,22.9,1768.6,21.8,1690.6,24.1
1595,925.9,25.8,1422.3,23.8,677.4,25.9,1592.5,22.9,1765.2,21.5,1690.6,24.1
1596,926.5,25.8,1422,23.8,669.8,25.9,1594.8,22.9,1765.2,21.5,1675.2,24.1
1597,926.5,25.9,1428.1,23.8,669.8,25.9,1593.1,23,1748.7,21.5,1674.1,23.9
1598,926.7,25.9,1435,23.8,668.7,25.5,1593.1,23,1734.9,21.5,1689.5,23.9
1599,919.5,25.9,1435,23.8,668.7,25.5,1586.1,23,1728.8,21.8,1689.5,23.9
1600,919.5,25.9,1434.9,24,672.1,25.5,1586.1,22.9,1728.8,21.8,1714.3,23.7
1601,919.5,25.6,1427.3,24,672.1,25.5,1579.5,22.9,1708.2,21.8,1715.4,23.7
1602,918,25.6,1423.8,24,666.8,26.7,1579.5,22.9,1704.9,22.4,1716.3,23.7
1603,915.4,25.6,1423.8,24,666.8,26.7,1580.7,22.9,1704,22.4,1716.3,23.7
1604,911.5,24.7,1412,24.1,665.9,26.7,1585.2,22.9,1704,22.4,1709.5,23.8
1605,911.5,24.7,1411.3,24.1,657.3,26.7,1594.5,22.9,1694.7,22.4,1692.3,23.8
1606,900.3,24.7,1409.1,24.1,652.4,26.9,1594.5,22.9,1694.7,21,1692.3,23.8
1607,899.4,24.7,1409.1,24,651.6,26.9,1599,22.9,1693.8,21,1692.3,23.8
1608,899.4,26,1409.7,24,651.6,26.9,1609.2,22.6,1692.5,21,1685,24.1
1609,899.4,26,1409.7,24,657.4,27.3,1617.6,22.6,1692.5,21,1685.8,24.1
1610,900,26,1406.7,24,657.4,27.3,1617.6,22.6,1697,22,1687.6,24.1
1611,922.5,26,1406.7,24.5,657.4,27.3,1608.5,22.6,1697,22,1683.5,23.8
1612,922.5,25.7,1406.7,24.5,664.5,27.3,1611.6,22.6,1701.5,22,1683.5,23.8
1613,926.5,25.7,1409.4,24.5,664.5,26.4,1621.8,22.6,1701.3,21.9,1667.8,23.8
1614,940.9,25.7,1405.2,24.5,666.1,26.4,1621.8,22.6,1691.8,21.9,1672.6,23.8
1615,940.9,26.1,1403.1,24.2,666.1,26.4,1637.3,22.4,1691.8,21.9,1675.8,24.1
1616,945.9,26.1,1395.6,24.2,670.4,26.4,1675.5,22.4,1682.1,21.9,1690.2,24.1
1617,948.3,26.1,1395.6,24.2,669.4,26.7,1675.5,22.4,1682.1,21.9,1690.2,24.1
1618,943.9,26.1,1389.3,23.8,663.1,26.7,1675.5,22.4,1676.7,21.9,1692.9,24.1
1619,947.8,25.6,1389.3,23.8,662.5,26.7,1672.2,22.9,1676.7,21.9,1687.6,23.8
1620,947.4,25.6,1385.4,23.8,669.6,27.6,1668.9,22.9,1668,21.9,1672.8,23.8
1621,947.8,25.6,1382.8,23.8,671.5,27.6,1668.9,22.9,1663.3,22.4,1655.7,23.8
1622,947.8,25.6,1377.8,24.5,671.5,27.6,1670.5,23.1,1660,22.4,1655.7,24
1623,954.8,25.8,1381.3,24.5,672.9,27.6,1670,23.1,1660,22.4,1632.6,24
1624,959.7,25.8,1381.3,24.5,670.9,27.1,1671.3,23.1,1660,22,1632.6,24
1625,975.8,25.8,1391.5,24.5,667.6,27.1,1671.3,23.1,1659.8,22,1627.2,24
1626,975.8,25.7,1391.5,24.5,667.6,27.1,1666,23.3,1659.8,22,1627.2,24
1627,991.2,25.7,1397.1,24.5,670.2,27.1,1660.6,23.3,1659.8,22,1620.5,24
1628,991.2,25.7,1397.1,24.5,670.4,27.8,1659.9,23.3,1658.3,21.9,1620.5,24
1629,999.3,25.7,1389.6,24.1,669.4,27.8,1659.9,23.3,1654.8,21.9,1620.5,24
1630,1003.2,25.5,1389.6,24.1,669.4,27.8,1655.1,23.7,1651.2,21.9,1620.5,23.8
1631,1008.3,25.5,1380.9,24.1,668.1,27.2,1649.7,23.7,1651.2,21.9,1616,23.8
1632,1008.3,25.5,1377.9,24.1,667.6,27.2,1645.2,23.7,1644.6,21.9,1613.7,23.8
1633,1009.5,25.5,1373.1,24,667.6,27.2,1645.2,23.6,1638.1,21.9,1608.6,23.8
1634,1009.5,25.2,1373.1,24,667.6,27.2,1652.3,23.6,1637.1,21.9,1602.6,24.4
1635,1023.8,25.2,1369.2,24,682.4,28.6,1652.3,23.6,1637.1,22.1,1596.9,24.4
1636,1023.8,25.2,1370.4,24,687.9,28.6,1669.3,23.6,1631.3,22.1,1593,24.4
1637,1021.2,25.7,1374.6,24.3,690.1,28.6,1672.6,22.8,1631.3,22.1,1588.5,24.1
1638,1020.3,25.7,1374.6,24.3,690.1,28.6,1671.5,22.8,1623,22.1,1588.5,24.1
1639,1021.2,25.7,1372.8,24.3,690.9,28.4,1658,22.8,1623,22.1,1582.2,24.1
1640,1021.2,25.7,1374.1,23.8,690.9,28.4,1658,22.8,1619.8,22.1,1578.8,24.1
1641,1027.2,25,1373.4,23.8,698.1,28.4,1659.1,23.1,1607.8,22.1,1570.5,23.9
1642,1036,25,1373.4,23.8,698.1,28.3,1659.1,23.1,1603.3,22.1,1562.8,23.9
1643,1039.3,25,1363.6,23.8,702.8,28.3,1685.4,23.1,1595.4,22,1562.8,23.9
1644,1039.3,25,1363.6,24.3,705,28.3,1676.1,23.3,1595.4,22,1552.3,23.9
1645,1039.3,25.4,1363.6,24.3,705,28.3,1676.1,23.3,1580.4,22,1552.3,24.3
1646,1049,25.4,1354.5,24.3,701.3,28.6,1665.1,23.3,1576.5,22.3,1552.3,24.3
1647,1044.9,25.4,1354.5,24.3,701.3,28.6,1640.3,23.3,1571.5,22.3,1561.2,24.3
1648,1044.9,25.6,1348,24.4,715.8,28.6,1633.8,23.2,1571.5,22.3,1565,23.9
1649,1025.3,25.6,1348,24.4,715.8,28.6,1633.8,23.2,1579.2,22.3,1567,23.9
1650,1025.3,25.6,1344.3,24.4,728.4,28.7,1633.6,23.2,1579.2,22,1565.8,23.9
1651,1017,25.6,1330.8,23.9,728.4,28.7,1633.2,23.2,1574.1,22,1565.8,23.9
1652,1018,25.4,1329.5,23.9,718.8,28.7,1632.9,23.3,1574.1,22,1565.3,23.8
1653,1030.5,25.4,1325.3,23.9,718.8,27.8,1630.5,23.3,1565.3,22,1565.3,23.8
1654,1030.5,25.4,1325.3,23.9,716.1,27.8,1630.5,23.3,1565.3,22.2,1565.3,23.8
1655,1037.7,25.4,1327.2,23.7,716.1,27.8,1622,23.5,1567,22.2,1565.3,23.8
1656,1040.1,25.4,1327.2,23.7,723.8,27.8,1622,23.5,1574.4,22.2,1528.2,24.3
1657,1040.1,25.4,1325.7,23.7,723.8,28.1,1622,23.5,1578,22.3,1528.2,24.3
1658,1040.7,25.4,1326,23.7,731.9,28.1,1621.3,23.5,1578,22.3,1522.6,24.3
1659,1040.7,25.1,1322.7,24.2,737.4,28.1,1622.7,23,1581.5,22.3,1520,23.6
1660,1037.7,25.1,1319,24.2,738.9,28.1,1622.7,23,1580.8,22.3,1525.3,23.6
1661,1035.9,25.1,1319,24.2,738.9,28.1,1616,23,1587.8,22.7,1526,23.6
1662,1031.5,25.1,1311.3,24.7,736.4,28.1,1616,23,1587.8,22.7,1533.5,23.6
1663,1031.5,25,1307.7,24.7,748,28.1,1612.6,23.1,1596.8,22.7,1540.8,23.9
1664,1039.5,25,1296.9,24.7,746.1,28.9,1617.8,23.1,1605.5,22.7,1537.5,23.9
1665,1051.6,25,1296.9,24.7,746.1,28.9,1620,23.1,1604.3,22.4,1537.5,23.9
1666,1055.3,25,1293.6,23.5,744.4,28.9,1627.3,23.4,1604.3,22.4,1516.5,23.9
1667,1055.3,26.1,1279.8,23.5,746.3,28.9,1627.3,23.4,1596.3,22.4,1512.1,24.2
1668,1054.6,26.1,1280,23.5,751.2,28.9,1624.8,23.4,1566.9,22.4,1507.5,24.2
1669,1051.3,26.1,1269.1,23.5,751.2,28.9,1597,23.4,1566.9,22.4,1507.5,24.2
1670,1051.3,25.1,1266.6,23.9,776.7,28.9,1597,22.8,1566.9,22.4,1507,24.2
1671,1047.6,25.1,1262.7,23.9,776.7,28.9,1581.6,22.8,1576.6,22.4,1501.3,24.2
1672,1038,25.1,1264.3,23.9,774.1,29.3,1581.6,22.8,1581.5,22.3,1497.9,24.2
1673,1036.8,25.1,1262.8,23.8,774.1,29.3,1576.3,22.8,1586.7,22.3,1497.9,24.2
1674,1037.8,25.3,1274.1,23.8,767.9,29.3,1576.8,23.3,1586.7,22.3,1495,23.7
1675,1037.8,25.3,1280,23.8,767.9,29.7,1578.9,23.3,1590.1,22.3,1508,23.7
1676,1039.3,25.3,1278.1,23.8,772.2,29.7,1578.9,23.3,1591.2,22.6,1516.3,23.7
1677,1037.8,25.3,1278.1,24.4,776.7,29.7,1573.8,23.3,1591.2,22.6,1516.3,23.7
1678,1032.9,25.2,1270.6,24.4,776.7,29.7,1573.8,23.3,1591.2,22.6,1524,23.8
1679,1032.9,25.2,1270.3,24.4,772.4,28.8,1561,23.3,1587.9,22.4,1545.6,23.8
1680,1035.5,25.2,1264.6,24.4,772.4,28.8,1561,23.3,1568.1,22.4,1545.6,23.8
1681,1035.5,25.3,1264.6,24.7,771.4,28.8,1571.7,23.1,1568.1,22.4,1545.6,23.8
1682,1033.8,25.3,1264.6,24.7,776.7,28.8,1598.1,23.1,1568.1,22.4,1547.4,23.8
1683,1034,25.3,1264.6,24.7,782.5,29,1598.1,23.1,1590.5,22,1546.2,23.8
1684,1029.1,25.3,1271.7,24.1,782.5,29,1596.3,23.1,1595.7,22,1537.6,23.8
1685,1023.6,25.5,1271.7,24.1,784.2,29,1596.3,23.7,1595.7,22,1522.3,23.8
1686,1020.3,25.5,1274.3,24.1,784.2,29.2,1592.8,23.7,1596.1,22,1522.3,23.8
1687,1016.5,25.5,1276.2,24.1,785.5,29.2,1586.5,23.7,1596.8,22,1503.6,23.8
1688,1014.9,25.5,1277.4,24.1,785.5,29.2,1581.8,23.3,1600.5,22,1499.5,23.8
1689,1016.3,25.1,1277.4,24.1,788.3,29.2,1581.8,23.3,1600.5,22,1499.5,24.5
1690,1016.3,25.1,1275.6,24.1,788.3,28.5,1599.3,23.3,1601.1,22.3,1504.8,24.5
1691,1015,25.1,1274.4,24.1,804.1,28.5,1602.8,23.3,1605.1,22.3,1508,24.5
1692,1014.8,26.1,1268.7,23.5,804.1,28.5,1602.8,23,1609.5,22.3,1508,23.7
1693,1007.1,26.1,1267.6,23.5,800.5,28.5,1597.6,23,1609.5,22.3,1513,23.7
1694,1007.1,26.1,1267.6,23.5,795,28.5,1597.6,23,1599.5,22.3,1537.5,23.7
1695,996.6,26.1,1266.6,24.6,791.4,28.5,1599.1,23,1599.5,22.3,1549.6,23.7
1696,996.6,25.5,1266.5,24.6,788.1,28.5,1606,22.8,1576.8,22.3,1549.6,24.1
1697,992.4,25.5,1270.3,24.6,783.6,28.8,1622.3,22.8,1576.8,22.3,1567.3,24.1
1698,992.4,25.5,1270.3,24.6,783.6,28.8,1662,22.8,1571.7,22.4,1570.8,24.1
1699,985.5,25.5,1269,23.6,782.9,28.8,1662,23.2,1566.9,22.4,1563.9,24.1
1700,982.9,25.3,1269,23.6,782.9,28.8,1676.8,23.2,1568.5,22.4,1563.9,24.3
1701,978.6,25.3,1265.3,23.6,783,29.2,1676.8,23.2,1568.5,22.2,1548.5,24.3
1702,978.6,25.3,1264.5,23.6,779.5,29.2,1687,23.2,1571.7,22.2,1545.3,24.3
1703,974.4,25.4,1262.5,24.1,778.8,29.2,1687,23.1,1574.5,22.2,1555.2,24.3
1704,974.3,25.4,1262.5,24.1,778.8,29.2,1687.3,23.1,1578.3,22.2,1555.2,24.3
1705,974.8,25.4,1259,24.1,780.6,29.4,1683.5,23.1,1581.5,22.2,1565,24.3
1706,974.8,25.4,1259,24.1,776.7,29.4,1674.9,23.1,1581.5,22.2,1575.3,24.3
1707,979.5,25.1,1267.8,24.1,770.9,29.4,1674.9,22.7,1595.3,22.2,1594.6,23.7
1708,979.5,25.1,1267.8,24.1,770.9,28.9,1670.3,22.7,1600,22.2,1594.6,23.7
1709,982,25.1,1278.1,24.1,769.6,28.9,1676.8,22.7,1600,22.1,1604.4,23.7
1710,982,25.1,1282.5,23.7,772,28.9,1692.3,23.4,1600.8,22.1,1609,23.7
1711,990.4,25,1282.3,23.7,769.9,28.9,1727.7,23.4,1585.8,22.1,1610.8,24.2
1712,999.1,25,1282.3,23.7,769.5,29.3,1745.5,23.4,1575.5,22,1610.8,24.2
1713,999.6,25,1280.5,23.7,769.5,29.3,1763.8,23.4,1575.5,22,1628.7,24.2
1714,1000.5,25.2,1276.6,23.9,760.4,29.3,1809,23.3,1550.7,22,1628.7,23.9
1715,1000.5,25.2,1263,23.9,760.4,29.3,1809,23.3,1550.7,22,1629,23.9
1716,1006.8,25.2,1263,23.9,756.6,29.8,1825.5,23.3,1555.2,21.9,1629,23.9
1717,1006.8,25.2,1260.1,24,756.6,29.8,1858.8,23.3,1555.2,21.9,1612,23.9
1718,1006.8,25.1,1262.4,24,754.8,29.8,1867.6,22.6,1561.6,21.9,1580.8,23.5
1719,1012,25.1,1265.5,24,754.8,28.5,1867.6,22.6,1575.9,21.9,1580.8,23.5
1720,1012.9,25.1,1265.5,24,753.9,28.5,1864.8,22.6,1575.9,21.8,1575.8,23.5
1721,1011.9,25.1,1272.3,23.8,753.9,28.5,1864.8,23.2,1575.9,21.8,1618.5,23.5
1722,1014,25.4,1272.3,23.8,752.5,28.5,1866.8,23.2,1574.4,21.8,1618.5,23.9
1723,1014,25.4,1264.6,23.8,752.5,29.1,1866.8,23.2,1563.6,22.3,1644.6,23.9
1724,1022.4,25.4,1266.6,23.8,749.9,29.1,1876.8,23.2,1563.6,22.3,1667.5,23.9
1725,1027.5,25.3,1261.2,23.5,749.9,29.1,1923.3,23.7,1563.8,22.3,1667.5,24
1726,1030.5,25.3,1261.2,23.5,747.6,29.1,1944.1,23.7,1563.8,22.3,1658.3,24
1727,1030.5,25.3,1252.6,23.5,747.6,29.3,1965.8,23.7,1568,22.6,1658.3,24
1728,1044.5,25.3,1252.8,23.3,744.4,29.3,1965.8,23.7,1571.7,22.6,1636,24
1729,1050,25.8,1246.2,23.3,740.9,29.3,1936,23.3,1572.1,22.6,1636,24.8
1730,1054.5,25.8,1239.3,23.3,742,29,1936,23.3,1568.1,22.6,1644.6,24.8
1731,1059.1,25.8,1235.8,23.3,742,29,1936,23.3,1567,22.6,1644.6,24.8
1732,1060,25.8,1231.8,24.5,743.7,29,1939.8,23.2,1567,22.6,1675,24.8
1733,1055.5,24.9,1227.3,24.5,742,29,1943.3,23.2,1568.5,22.6,1698.8,24.1
1734,1049.7,24.9,1227.3,24.5,740.5,28.8,1947.9,23.2,1572.8,22.6,1723,24.1
1735,1051.3,24.9,1229.5,24.5,740.5,28.8,1953.6,23.2,1572,22.6,1733.3,24.1
1736,1053.6,25.3,1231.3,23.7,736.9,28.8,1953.6,23,1572,22.6,1737.3,23.6
1737,1053.6,25.3,1231.3,23.7,735.1,28.8,1957.5,23,1562.1,22.6,1742.7,23.6
1738,1059.3,25.3,1230.9,23.7,738.9,28.6,1957.5,23,1550.3,22.9,1740.9,23.6
1739,1069.5,25.3,1230.9,24,738.9,28.6,1951,23,1545,22.9,1741.3,23.6
1740,1069.5,25.1,1228.5,24,740.9,28.6,1948.8,23,1545,22.9,1742.4,23.7
1741,1069.5,25.1,1227.8,24,739.5,28.2,1947.8,23,1540.3,22.9,1757.5,23.7
1742,1062.9,25.1,1229,24,733.5,28.2,1951.9,23,1533.9,22.6,1758,23.7
1743,1058.5,25.1,1229,23.8,733.5,28.2,1950.6,23.3,1545,22.6,1758,23.7
1744,1050.9,25,1231.8,23.8,731.9,28.2,1928.4,23.3,1545,22.6,1763.1,23.9
1745,1050.9,25,1231.8,23.8,730.9,28.4,1923.3,23.3,1548.9,22.2,1788.1,23.9
1746,1042.3,25,1232.8,23.8,742.6,28.4,1923.3,23.3,1567.3,22.2,1788.1,23.9
1747,1040.8,25.6,1232.8,23.5,748.5,28.4,1926,23.1,1567.3,22.2,1788.1,24.1
1748,1040.8,25.6,1230.5,23.5,748.5,28.4,1926,23.1,1567.3,22.2,1829.5,24.1
1749,1034.5,25.6,1231.2,23.5,742.8,29.2,1946.1,23.1,1559.5,22.2,1835.4,24.1
1750,1034.5,25.6,1233.3,23.6,742.8,29.2,1946.1,23.1,1554.8,22.2,1824.5,24.1
1751,1038,25.4,1233.3,23.6,740.5,29.2,1964.4,22.6,1545.3,22.2,1824.5,23.7
1752,1036.2,25.4,1233.1,23.6,736,29,1961.1,22.6,1539.8,22.2,1800.8,23.7
1753,1028,25.4,1236.3,23.6,737.3,29,1938.6,22.6,1540.2,21.8,1799.1,23.7
1754,1026.6,25.4,1235,23.7,739.9,29,1938.6,22.6,1550.7,21.8,1799.1,23.7
1755,1026.6,25.5,1233.9,23.7,738.4,29,1920.8,22.6,1550.7,21.8,1799.1,23.4
1756,1026.3,25.5,1224.9,23.7,738.4,28.1,1910.1,22.6,1553.7,21.7,1819.6,23.4
1757,1027.5,25.5,1224.9,23.7,732.1,28.1,1917.9,22.6,1558.5,21.7,1836.6,23.4
1758,1026.6,25.7,1216.3,23.9,732.1,28.1,1930.5,23.2,1562.4,21.7,1857.3,23.7
1759,1026.5,25.7,1216.3,23.9,732.1,28.1,1930.5,23.2,1562.4,21.7,1846.9,23.7
1760,1026.5,25.7,1211.1,23.9,730.8,28.6,1936,23.2,1562.4,22.2,1846.9,23.7
1761,1026.5,25.7,1189.2,23.9,727.5,28.6,1926.3,23.2,1553.1,22.2,1859.5,23.7
1762,1007.8,25.9,1189.2,23.9,727.5,28.6,1911,23.4,1541.4,22.2,1859.5,23.9
1763,1001.4,25.9,1189.2,23.9,727.6,29.1,1914.9,23.4,1541.4,22.2,1859.5,23.9
1764,1001.4,25.9,1185.3,23.9,722.5,29.1,1921.6,23.4,1539.6,22.2,1900,23.9
1765,1003.5,25.9,1186.3,24.6,722.5,29.1,1928.8,22.9,1539.6,22.2,1901.3,23.9
1766,1009.6,25.4,1186.3,24.6,719.9,29.1,1928.8,22.9,1538.4,22.2,1901.3,23.5
1767,1013.1,25.4,1191.8,24.6,719.1,28,1918.6,22.9,1538.8,22.4,1895.3,23.5
1768,1013.1,25.4,1192.2,24.6,720.1,28,1918.6,22.9,1540,22.4,1900,23.5
1769,1012.9,26.1,1200,24,726.3,28,1899.9,23,1539.5,22.4,1903.9,24.1
1770,1008.3,26.1,1200,24,726.3,28,1892.5,23,1536.6,22.4,1903.9,24.1
1771,1005.1,26.1,1203.6,24,722.7,28.9,1899.6,23,1536.6,21.8,1905.4,24.1
1772,1005.1,26.1,1205.7,23.6,726.1,28.9,1899.9,23,1528,21.8,1904.1,24.1
1773,996.9,26.2,1203.6,23.6,727.9,28.9,1899.9,23.3,1520.8,21.8,1892.4,23.3
1774,996.9,26.2,1203.6,23.6,727.9,28.5,1898.8,23.3,1513.5,21.8,1892.4,23.3
1775,992.5,26.2,1205,23.6,732.4,28.5,1895.3,23.3,1513.5,22.1,1894.3,23.3
1776,992.5,26.2,1205,24,733.6,28.5,1867.2,23.4,1509.5,22.1,1894.3,23.3
1777,993.6,25.5,1211,24,732.9,28.5,1867.2,23.4,1509.5,22.1,1895.1,24
1778,996.8,25.5,1211,24,732.9,28.4,1856.4,23.4,1511.3,22.4,1895.1,24
1779,999,25.5,1216.2,24,731.5,28.4,1844.5,23.4,1507.6,22.4,1908.1,24
1780,999,25.4,1219.6,24.1,728.7,28.4,1849.6,23.4,1508.1,22.4,1905.4,23.9
1781,996.9,25.4,1228.8,24.1,728.7,28.4,1849.6,23.4,1506.8,22.4,1902.9,23.9
1782,999.6,25.4,1228.8,24.1,728.7,28.9,1866,23.4,1504.8,22.3,1902.9,23.9
